parent-sku,creation-date,name,sku,breeder,price,msrp,pack-size,description,aka,genetics,variety,flowering-time,flowering-type,sex,thc-content,cbd-content,yield,grows,plant-height,medical-conditions,medical-properties,effect,url,image-1,image-2,categories
MRNNL5HZXSK,"2009-05-22 10:42:15","NHS Regular Seeds (Northern Lights/Haze x Skunk)",MRNNL5HZXSK,"Mr Nice Seedbank",40.8000,68.0000,"18 Seeds","Since Neville brought the NL5, Haze and Skunk into being as stable hybrids in the late 80s and offered them as seed, these strains all became well known and highly popular.  Most strains that are offered by various other seed companies use these 3 strains to make up their own named strains...and understandably so! Since this hybrid only contains 25% Haze it will be a practical Haze strain. Its pedigree is made up of only winners and can be traced back to the beginning of the cannabis breeding revolution.   This is one of the all time classic hybrids.",,"Northern Lights/Haze x Skunk","Mostly Sativa","8-10 Weeks",Photoperiod,Regular,Unknown,Unknown,High,"Greenhouse,Grows indoors,Grows outdoors",,,,,https://tiger-one.eu/en/categories/regular-cannabis-seeds/nl5-haze-x-skunk,http://tiger-one.eu/media/catalog/product/n/h/nhs.jpg,,"Mr Nice Seedbank, Wholesale Cannabis Seeds, Regular Cannabis Seeds"
WOSR-4030841,"2009-05-22 10:56:20","Afghan Kush Regular Seeds",WOSR-4030841,"World of Seeds",9.9500,19.9500,"10 Seeds","This pure indica strain comes from the mountainous area of the Hindu Kush in Northern Afghanistan.  It grows in the wild in the valleys of the Armu Darya River, close to the border with Tajikistan and Uzbekistan.  It is very stable strain which is thought to be the result of successive crosses between wild Kush varieties.      It has a powerful smell similar to the best Afghani hashish.  It is also considered a good medicinal strain.",,"Afghani Kush",Indica,"6-8 Weeks",Photoperiod,Regular,21.60%,Unknown,High,"Grows indoors,Grows outdoors",,"Insomnia,Pain,Stress",,"Body,Couch Lock,Long-lasting,Physical",https://tiger-one.eu/en/categories/regular-cannabis-seeds/afghan-kush-seeds,http://tiger-one.eu/media/catalog/product/a/f/afghankush.jpg,http://tiger-one.eu/media/catalog/product/f/i/file_43_58.jpg,"World of Seeds, Bestsellers, Wholesale Cannabis Seeds, Regular Cannabis Seeds"
WOSR-4030842,"2009-05-22 10:59:55","Brazil Amazonia Regular Seeds",WOSR-4030842,"World of Seeds",9.9500,19.9500,"10 Seeds","This vigorous leafy indica grows wild in the Amazon rainforest.  It is used by the indigenous people as a pain releiving medicine for women in childbirth.   It is a powerful variety with a bitter sweet taste which produces buds that bend the branches under their weight.",,"Brazilian ","Mostly Sativa","8-9 Weeks",Photoperiod,Regular,18.10%,Unknown,"Medium,High","Greenhouse,Grows indoors,Grows outdoors",,Pain,,"Cerebral,Powerful,Sedative,Uplifting",https://tiger-one.eu/en/categories/regular-cannabis-seeds/brazil-amazonia-seeds,http://tiger-one.eu/media/catalog/product/b/r/brazilamazonia.jpg,http://tiger-one.eu/media/catalog/product/f/i/file_43_59.jpg,"World of Seeds, Wholesale Cannabis Seeds, Regular Cannabis Seeds"
WOSR-4030843,"2009-05-22 11:03:12","Colombian Gold Regular Seeds",WOSR-4030843,"World of Seeds",9.9500,19.9500,"10 Seeds","This is a very interesting indica/sativa (25%/75%) hybrid.  It is a mixture of traditional landrace, pure bred lines from the Santa Marta mountain range in Colombia.  This variety was utilized by Simon Bolivar in his travels around the Amazon rainforest in which he interchanged spices and medicinal plants with natives during his conquests.  This is a large, vigorous strain, with many side branches.  It has a sweet, intense smell that complements its potent, sometimes psychedelic effect.",,"Colombian Santa Marta","Mostly Sativa","9-10 Weeks",Photoperiod,Regular,19.30%,Unknown,Medium,"Greenhouse,Grows indoors",,,,"Cerebral,Powerful,Psychedelic",https://tiger-one.eu/en/categories/regular-cannabis-seeds/colombian-gold-reg-seeds,http://tiger-one.eu/media/catalog/product/c/o/colombiangold.jpg,http://tiger-one.eu/media/catalog/product/f/i/file_43_60.jpg,"World of Seeds, Wholesale Cannabis Seeds, Regular Cannabis Seeds"
WOSR-4030844,"2009-05-22 11:10:10","Ketama Regular Seeds",WOSR-4030844,"World of Seeds",9.9500,19.9500,"10 Seeds","This strain comes from the North of Morocco but was acclimatized to European latitudes at the beginning of the 1990s.  This was a difficult task as it was accustomed to inert, stony soils in arid areas with dry climates.  It doesn&rsquo;t need much watering or fertilization to produce big resinous buds.  Over fertilization can tend to reduce potency.   It is a powerful, resinous, indica landrace strain that finishes early and is very resistant to diseases and pests.  It is the most popular strain, favoured by the Moroccans for producing one of the best hashishes in the world.  Welcome to the Mahoma route&hellip;Salam!",,"North Moroccan (Ketama)",Indica,"6-7 Weeks",Photoperiod,Regular,16.20%,Unknown,Medium,"Greenhouse,Grows indoors,Grows outdoors",,,,"Relaxing,Sedative,Strong",https://tiger-one.eu/en/categories/regular-cannabis-seeds/ketama-seeds,http://tiger-one.eu/media/catalog/product/k/e/ketama.jpg,http://tiger-one.eu/media/catalog/product/f/i/file_43_61.jpg,"World of Seeds, Wholesale Cannabis Seeds, Regular Cannabis Seeds"
WOSR-4030845,"2009-05-22 11:26:58","Kilimanjaro Regular Seeds",WOSR-4030845,"World of Seeds",9.9500,19.9500,"10 Seeds","Kilimanjaro is a pure, early maturing, African sativa, that comes from the hillsides of the Kilimanjaro in Kenya.  It is the result of some years of endogenous production by natives who call it &ldquo;elephant killer&rdquo;.  It is used by them in religious rituals and hunting for its stimulating effects.  It is one of the best strains for outdoor or greenhouse cultivation.  It can produce good compact buds even under poor conditions.  It stands above the rest for its pleasant taste and powerful effect.",,Kenyan,Sativa,"9-10 Weeks",Photoperiod,Regular,18.10%,Unknown,Medium,"Greenhouse,Grows indoors,Grows outdoors",,,,"Cerebral,Energetic",https://tiger-one.eu/en/categories/regular-cannabis-seeds/kilimanjaro-regular-seeds,http://tiger-one.eu/media/catalog/product/k/i/kilimanjaro.jpg,http://tiger-one.eu/media/catalog/product/f/i/file_43_62.jpg,"World of Seeds, Wholesale Cannabis Seeds, Regular Cannabis Seeds"
WOSR-4030846,"2009-05-22 11:42:25","Pakistan Valley Regular Seeds",WOSR-4030846,"World of Seeds",9.9500,19.9500,"10 Seeds","Pakistan Valley comes from the mountainous area of the Hindu Kush in Northern Pakistan.  After some years of selection World of Seeds offer you an excellent pure landrace indica.  It is unmistakable due to its robust, branchy exterior and its intense smell and potency.  It is sweet, narcotic, and high in CBD making it one of the better medicinal strains.  It is perfectly suited for indoor cultivation, but it is recommended not to leave it in the vegetative stage for more than 3 weeks.",,"Hindu Kush",Indica,"6-7 Weeks",Photoperiod,Regular,21.20%,"Medium (1-5%)",Medium,"Greenhouse,Grows indoors,Grows outdoors",,"Insomnia,Pain,Stress",,"Body,Long-lasting,Physical,Powerful,Sedative",https://tiger-one.eu/en/categories/regular-cannabis-seeds/pakistan-valley-seeds,http://tiger-one.eu/media/catalog/product/p/a/pakistanvalley.jpg,,"World of Seeds, Wholesale Cannabis Seeds, Regular Cannabis Seeds"
WOSR-4030852,"2009-05-22 11:49:31","S. Africa Kwazulu Regular Seeds",WOSR-4030852,"World of Seeds",9.9500,19.9500,"10 Seeds","Kwazulu is a wild, pure sativa strain from the north of the Drakenbergs range.  It has a short flowering time, sweet flavour and energetic effect.  It has been cultivated by the Zulus for several generations when governed by Shaka one of the most significant warriors and farmers in African history.  The legend says that this plant was used by the Zulus in warrior rites before the first attack in 1879.  Its long lasting and energetic effects gave warriors increased strength to defeat the British army, which was both larger and better armed.   It is one of the strains more resistant to mould and pests.  Its genetics allow it to be cultivated indoors and outdoors at European latitudes.",,"Kwazulu (South African)",Sativa,"8-9 Weeks",Photoperiod,Regular,17.30%,Unknown,Medium,"Greenhouse,Grows indoors,Grows outdoors",,,,"Cerebral,Energetic,Uplifting",https://tiger-one.eu/en/categories/regular-cannabis-seeds/s-african-kwazulu,http://tiger-one.eu/media/catalog/product/k/w/kwazulu.jpg,http://tiger-one.eu/media/catalog/product/f/i/file_43_63.jpg,"World of Seeds, Wholesale Cannabis Seeds, Regular Cannabis Seeds"
SRSAK,"2009-05-27 15:39:22","AK47 Regular Seeds - 11",SRSAK,"Serious Seeds",40.2500,80.5000,"11 Seeds","This easy to grow strain is one of the most popular. It is of medium height and produces good yields quite quickly.  It is an extremely strong smoke, and in turn has a very strong odour.  The name was given not out of any idea of violence, but more in association with the &lsquo;one hit wonder&rsquo; that the smoke is.  These plants have a short flowering period for a sativa, producing compact, not too leafy buds that gleam with a coat of resin crystals.",,"Columbian, Mexican, Thai & Afghani","Mostly Sativa","8-9 Weeks",Photoperiod,Regular,"Unknown - High",Unknown,,"Greenhouse,Grows indoors,Grows outdoors",,,,,https://tiger-one.eu/en/categories/regular-cannabis-seeds/ak47-seeds,http://tiger-one.eu/media/catalog/product/a/k/ak47.jpg,http://tiger-one.eu/media/catalog/product/a/k/ak473.jpg,"Dropship Products, Serious Seeds, Wholesale Cannabis Seeds, Regular Cannabis Seeds"
SRSBG,"2009-05-27 15:47:41","Bubble Gum Regular Seeds",SRSBG,"Serious Seeds",34.5000,69.0000,"11 Seeds","Bubble Gum is a medium tall, usually not too branchy (sometimes stretchy) plant, producing compact, crystal covered buds. Originally the Bubble Gum was developed by growers in Indiana, USA. From there the genetics moved to New England and eventually Holland. It took many generations to finally produce this stable Bubble Gum, with the characteristic, sweet smell (truly resembling a typical bubble gum taste) and euphoric high; the original trademarks of this famous strain. The only inbred strain (no F1 hybrid) in the Serious menu.",,,"Indica / Sativa","8-9 Weeks",Photoperiod,Regular,"Unknown - High",Unknown,,"Greenhouse,Grows indoors,Grows outdoors",,,,,https://tiger-one.eu/en/categories/regular-cannabis-seeds/bubble-gum-seeds,http://tiger-one.eu/media/catalog/product/B/u/Bubblegum.jpg,http://tiger-one.eu/media/catalog/product/b/u/bubble-gum2.jpg,"Dropship Products, Serious Seeds, Wholesale Cannabis Seeds, Regular Cannabis Seeds"
SRSCH,"2009-05-27 16:00:05","Chronic Regular Seeds",SRSCH,"Serious Seeds",34.5000,69.0000,"11 Seeds","Improved in 2000, this is one of the larger yielding varieties available from Serious Seeds.  This medium height, not too dense plant is the perfect combination of good yield and excellent quality. This plant is popular for its combination of appearance and sweet smell.  It grows a single huge central bud with few side branches. This strain does not respond well to topping. It is mild developing a sweet smell  while flowering.  This strain needs care drying thoroughly after harvest  to maintain its subtle fragrance.",,"Northern Lights, Skunk x Northern Lights, AK-47","Indica / Sativa","8-9 Weeks",Photoperiod,Regular,Unknown,Unknown,,"Greenhouse,Grows indoors,Grows outdoors",,,,,https://tiger-one.eu/en/categories/regular-cannabis-seeds/chronic-seeds,http://tiger-one.eu/media/catalog/product/c/h/chronic.jpg,http://tiger-one.eu/media/catalog/product/c/h/chronic2_1.jpg,"Dropship Products, Serious Seeds, Wholesale Cannabis Seeds, Regular Cannabis Seeds"
SRSKM,"2009-05-27 16:07:47","Kali Mist Regular Seeds",SRSKM,"Serious Seeds",40.2500,80.5000,"11 Seeds","Arguably the top sativa strain available today. With 90% sativa genetics, Kali Mist grows into tall, running, classically sativa plants with very few leaves. This strain produces dense clusters of full fluffy buds, producing much higher yields than you would expect. The plant structure and few leaves allow the light to pass all the way to lower branches, allowing bottom buds to develop fully. When planted outside early in the year this plant can grow very tall, with spiraling flowers, a high resin content and a delightfully spicy scent.  Kali Mist is often the choice of experts for their own personal grows. Also, particularly women seem to like this strain, next to the sheer pleasure of smoking it, we received several reports that it works great against menstrual cramps.   We are proud to announce that Kali Mist was improved in 2000 to produce bigger yields. In Spain it proved to be very mold resistent, even outside during bad weather. This strain has flavor and subtle cerebral effect that gave it a Cannabis Cup first prize in 1995 (Hydro Cup) and again (with this new and improved version) in 2000 (Seed Company Sativa Cup)! Without a doubt the choice for connoisseur stash. Gives a very strong, clear and energizing High.",,"2 Sativa Dominant Hybrids","Mostly Sativa","10-12 Weeks",Photoperiod,Regular,Unknown,Unknown,,"Greenhouse,Grows indoors",,,,,https://tiger-one.eu/en/categories/regular-cannabis-seeds/kali-mist-seeds,http://tiger-one.eu/media/catalog/product/k/a/kalimist.jpg,http://tiger-one.eu/media/catalog/product/k/a/kalimist4.jpg,"Dropship Products, Serious Seeds, Wholesale Cannabis Seeds, Regular Cannabis Seeds"
SRSWR,"2009-05-27 16:16:32","White Russian Regular Seeds",SRSWR,"Serious Seeds",34.5000,69.0000,"11 Seeds","The plants yield very powerful buds, coated with resin.  It produces a very strong, long lasting high, more cerebral than knockout.  It is a popular medicinal plant.  These seeds can produce plants that are fantastic in both appearance, and effect. One of the most typically indica strains, White Russian is a stable cross of AK-47 and White Widow (a prize winning indica clone). Medium height, consistent plants and dense, very resinous flower tops (crystals appear after about 5 weeks of flowering). With such a strong indica background, the plants smell quite strong during both their growth and flowering period.",,"White Widow x AK-47","Mostly Indica","8-9 Weeks",Photoperiod,Regular,"Unknown - High",Unknown,,"Greenhouse,Grows indoors,Grows outdoors",,,,,https://tiger-one.eu/en/categories/regular-cannabis-seeds/white-russian-seeds,http://tiger-one.eu/media/catalog/product/w/h/whiterussian.jpg,http://tiger-one.eu/media/catalog/product/w/h/whiterussian2.jpg,"Dropship Products, Serious Seeds, Wholesale Cannabis Seeds, Regular Cannabis Seeds"
